"HPTC__ID","HPTC__ParentID","HPTC__ShortName","HPTC__Taxonomy","HPTC__Status","HPTC__Level","HPTC__FullName","HPTC__Description","HPTC__Grouping","HPTC__Classification","HPTC__AdditionalInformation","HPTC__MedicareCode1"
"878","871","Mail Order Pharmacy","3336M0002X","Active","Level III Area of Specialization","Mail Order Pharmacy","A pharmacy where pharmacists compound or dispense prescriptions or other medications in accordance with federal and state law, using common carriers to deliver the medications to patient or their caregivers. Mail order pharmacies counsel patients and caregivers (sometimes independent of the dispensing process) through telephone or email contact and provide other professional services associated with pharmaceutical care appropriate to the setting. Mail order pharmacies are licensed as a Mail Order Pharmacy in the state where they are located and may also be licensed or registered as nonresident pharmacies in other states.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC)  [1/1/2006: new]",""
"879","871","Managed Care Organization Pharmacy","3336M0003X","Active","Level III Area of Specialization","Managed Care Organization Pharmacy","A pharmacy owned by a managed care organization (MCO) used by pharmacists for the compounding and dispensing of medicinal preparations to that MCO's covered members only.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC)  [1/1/2006: new]",""
"880","871","Nuclear Pharmacy","3336N0007X","Active","Level III Area of Specialization","Nuclear Pharmacy","A pharmacy dedicated to the compounding and dispensing of radioactive materials for use in nuclear imaging and nuclear medical procedures.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC)  [1/1/2006: new]",""
"881","871","Specialty Pharmacy","3336S0011X","Active","Level III Area of Specialization","Specialty Pharmacy","A pharmacy that dispenses generally low volume and high cost medicinal preparations to patients who are undergoing intensive therapies for illnesses that are generally chronic, complex and potentially life threatening. Often these therapies require specialized delivery and administration.","Suppliers","Pharmacy","Source: Developed by National Council for Prescription Drug Programs (NCPDP), National Home Infusion Association (NHIA), and Pharmacist Services Technical Advisory Coalition (PSTAC)  [1/1/2006: new]",""
"463","461","Critical Care","1835C0205X","Active","Level III Area of Specialization","Critical Care","A licensed pharmacist who has demonstrated specialized knowledge and skill in the delivery of patient care services by pharmacists, as integral members of interprofessional teams, working to ensure the safe and effective use of medications in critically ill patients.","Pharmacy Service Providers","Pharmacist","Source: Board of Pharmacy Specialties, www.bpsweb.org  [1/1/2016: new]",""
"469","461","Pediatrics","1835P0200X","Active","Level III Area of Specialization","Pediatrics","A licensed pharmacist who has demonstrated specialized knowledge and skill in the delivery of patient care services by pharmacists that ensures the safe and effective use of medications for all children from neonates through adolescents.","Pharmacy Service Providers","Pharmacist","Source: Board of Pharmacy Specialties, www.bpsweb.org   [1/1/2016: new]",""
"855","852","Durable Medical Equipment & Medical Supplies","332B00000X","Active","Level II Classification","Durable Medical Equipment & Medical Supplies","A supplier of medical equipment such as respirators, wheelchairs, home dialysis systems, or monitoring systems, that are prescribed by a physician for a patient's use in the home and that are usable for an extended period of time.","Suppliers","Durable Medical Equipment & Medical Supplies","",""
"855","852","Durable Medical Equipment & Medical Supplies","332B00000X","Active","Level II Classification","Durable Medical Equipment & Medical Supplies","A supplier of medical equipment such as respirators, wheelchairs, home dialysis systems, or monitoring systems, that are prescribed by a physician for a patient's use in the home and that are usable for an extended period of time.","Suppliers","Durable Medical Equipment & Medical Supplies","",""
"855","852","Durable Medical Equipment & Medical Supplies","332B00000X","Active","Level II Classification","Durable Medical Equipment & Medical Supplies","A supplier of medical equipment such as respirators, wheelchairs, home dialysis systems, or monitoring systems, that are prescribed by a physician for a patient's use in the home and that are usable for an extended period of time.","Suppliers","Durable Medical Equipment & Medical Supplies","",""
"866","852","Indian Health Service/Tribal/Urban Indian Health (I/T/U) Pharmacy","332800000X","Active","Level II Classification","Indian Health Service/Tribal/Urban Indian Health (I/T/U) Pharmacy","An Indian Health Service/Tribal/Urban Indian Health (I/T/U) Pharmacy means a pharmacy operated by the Indian Health Service, an Indian tribe or tribal organization, or an urban Indian organization, all of which are defined in Section 4 of the Indian Health Care Improvement Act, 25 U.S.C. 1603.","Suppliers","Indian Health Service/Tribal/Urban Indian Health (I/T/U) Pharmacy","Source: The Medicare Prescription Drug, Improvement and Modernization Act of 2003  [1/1/2006: new]",""
